course,sections,rooms,instructors,time,credits
MATH 25000,1,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",Afternoon,4
MATH 25000,2,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",Evening,4
MATH 25400,2,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",Afternoon,2
MATH 25500,1,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",Afternoon,2
MATH 26000,2,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",Morning,4
MATH 30100,1,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",Evening,2
MATH 31100,1,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",Evening,2
MATH 33100,1,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",Evening,2
MATH 35100,1,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",Evening,2
MATH 37200,1,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",Evening,2
MATH 38500,1,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",Evening,2
MATH 48500,1,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",Evening,2
MATH 60100,1,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",Afternoon,2
MATH 62100,1,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",Afternoon,2
MATH 63000,1,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",Morning,2
MATH 63400,1,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",Morning,2
MATH 63500,1,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",Morning,2
MATH 64100,1,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",Morning,2
MATH 64100,1,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",Evening,2
MATH 68500,1,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",Evening,2
MATH 72100,1,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",Evening,2
MATH 74600,1,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",Morning,2
MATH 77200,1,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",Afternoon,3
MATH 78500,1,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",Afternoon,2
MATH 79562,1,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",Afternoon,3
MEDIA 18000,11,"West Bldg W215,West Bldg W113,North Bldg 717,North Bldg 506,North Bldg 507,West Bldg W506,North Bldg C111,North Bldg C109,North Bldg 504","Pinedo Isabel,Thakur Shanti K.,Glenn Adam,Whalen John Hartley,Shore Laurence,Hunter Karen L,Model Katherine Talbot,Miranda Ricardo,Gitlin Michael,Anderson Kelly,Bengloff Richard,Grueser Mary,Lucas Martin,Iglesias Anthony Obalekun,Demirjian Andrew,Gold Tami,McCarthy Sissel Wivestad",Morning,1
MEDIA 18000,4,"West Bldg W215,West Bldg W113,North Bldg 717,North Bldg 506,North Bldg 507,West Bldg W506,North Bldg C111,North Bldg C109,North Bldg 504","Pinedo Isabel,Thakur Shanti K.,Glenn Adam,Whalen John Hartley,Shore Laurence,Hunter Karen L,Model Katherine Talbot,Miranda Ricardo,Gitlin Michael,Anderson Kelly,Bengloff Richard,Grueser Mary,Lucas Martin,Iglesias Anthony Obalekun,Demirjian Andrew,Gold Tami,McCarthy Sissel Wivestad",Afternoon,1
MEDIA 18000,4,"West Bldg W215,West Bldg W113,North Bldg 717,North Bldg 506,North Bldg 507,West Bldg W506,North Bldg C111,North Bldg C109,North Bldg 504","Pinedo Isabel,Thakur Shanti K.,Glenn Adam,Whalen John Hartley,Shore Laurence,Hunter Karen L,Model Katherine Talbot,Miranda Ricardo,Gitlin Michael,Anderson Kelly,Bengloff Richard,Grueser Mary,Lucas Martin,Iglesias Anthony Obalekun,Demirjian Andrew,Gold Tami,McCarthy Sissel Wivestad",Evening,1
MEDIA 31500,1,"West Bldg W215,West Bldg W113,North Bldg 717,North Bldg 506,North Bldg 507,West Bldg W506,North Bldg C111,North Bldg C109,North Bldg 504","Pinedo Isabel,Thakur Shanti K.,Glenn Adam,Whalen John Hartley,Shore Laurence,Hunter Karen L,Model Katherine Talbot,Miranda Ricardo,Gitlin Michael,Anderson Kelly,Bengloff Richard,Grueser Mary,Lucas Martin,Iglesias Anthony Obalekun,Demirjian Andrew,Gold Tami,McCarthy Sissel Wivestad",Afternoon,4
MEDIA 38300,1,"West Bldg W215,West Bldg W113,North Bldg 717,North Bldg 506,North Bldg 507,West Bldg W506,North Bldg C111,North Bldg C109,North Bldg 504","Pinedo Isabel,Thakur Shanti K.,Glenn Adam,Whalen John Hartley,Shore Laurence,Hunter Karen L,Model Katherine Talbot,Miranda Ricardo,Gitlin Michael,Anderson Kelly,Bengloff Richard,Grueser Mary,Lucas Martin,Iglesias Anthony Obalekun,Demirjian Andrew,Gold Tami,McCarthy Sissel Wivestad",Morning,3
MEDIA 40200,6,"West Bldg W215,West Bldg W113,North Bldg 717,North Bldg 506,North Bldg 507,West Bldg W506,North Bldg C111,North Bldg C109,North Bldg 504","Pinedo Isabel,Thakur Shanti K.,Glenn Adam,Whalen John Hartley,Shore Laurence,Hunter Karen L,Model Katherine Talbot,Miranda Ricardo,Gitlin Michael,Anderson Kelly,Bengloff Richard,Grueser Mary,Lucas Martin,Iglesias Anthony Obalekun,Demirjian Andrew,Gold Tami,McCarthy Sissel Wivestad",Morning,3
MEDIA 40200,5,"West Bldg W215,West Bldg W113,North Bldg 717,North Bldg 506,North Bldg 507,West Bldg W506,North Bldg C111,North Bldg C109,North Bldg 504","Pinedo Isabel,Thakur Shanti K.,Glenn Adam,Whalen John Hartley,Shore Laurence,Hunter Karen L,Model Katherine Talbot,Miranda Ricardo,Gitlin Michael,Anderson Kelly,Bengloff Richard,Grueser Mary,Lucas Martin,Iglesias Anthony Obalekun,Demirjian Andrew,Gold Tami,McCarthy Sissel Wivestad",Afternoon,3
MEDIA 40200,1,"West Bldg W215,West Bldg W113,North Bldg 717,North Bldg 506,North Bldg 507,West Bldg W506,North Bldg C111,North Bldg C109,North Bldg 504","Pinedo Isabel,Thakur Shanti K.,Glenn Adam,Whalen John Hartley,Shore Laurence,Hunter Karen L,Model Katherine Talbot,Miranda Ricardo,Gitlin Michael,Anderson Kelly,Bengloff Richard,Grueser Mary,Lucas Martin,Iglesias Anthony Obalekun,Demirjian Andrew,Gold Tami,McCarthy Sissel Wivestad",Evening,3
MEDP 23400,1,"North Bldg 470,North Bldg 432,North Bldg 503A,North Bldg 433B,North Bldg 1001F,North Bldg 436","Thakur Shanti K.,Ramos Mark Herman,Cheng Anita,Lucas Martin,Tammen Hans,Gold Tami,Arnold Alice,Serry Ramin Cyrus,Fermaglich Mollie,Jackson Peter,Hunter Karen L,Cokkinos Michael",Morning,3
MEDP 23400,1,"North Bldg 470,North Bldg 432,North Bldg 503A,North Bldg 433B,North Bldg 1001F,North Bldg 436","Thakur Shanti K.,Ramos Mark Herman,Cheng Anita,Lucas Martin,Tammen Hans,Gold Tami,Arnold Alice,Serry Ramin Cyrus,Fermaglich Mollie,Jackson Peter,Hunter Karen L,Cokkinos Michael",Evening,3
MEDP 26000,2,"North Bldg 470,North Bldg 432,North Bldg 503A,North Bldg 433B,North Bldg 1001F,North Bldg 436","Thakur Shanti K.,Ramos Mark Herman,Cheng Anita,Lucas Martin,Tammen Hans,Gold Tami,Arnold Alice,Serry Ramin Cyrus,Fermaglich Mollie,Jackson Peter,Hunter Karen L,Cokkinos Michael",Evening,3
MEDP 28100,2,"North Bldg 470,North Bldg 432,North Bldg 503A,North Bldg 433B,North Bldg 1001F,North Bldg 436","Thakur Shanti K.,Ramos Mark Herman,Cheng Anita,Lucas Martin,Tammen Hans,Gold Tami,Arnold Alice,Serry Ramin Cyrus,Fermaglich Mollie,Jackson Peter,Hunter Karen L,Cokkinos Michael",Morning,3
MEDP 28100,1,"North Bldg 470,North Bldg 432,North Bldg 503A,North Bldg 433B,North Bldg 1001F,North Bldg 436","Thakur Shanti K.,Ramos Mark Herman,Cheng Anita,Lucas Martin,Tammen Hans,Gold Tami,Arnold Alice,Serry Ramin Cyrus,Fermaglich Mollie,Jackson Peter,Hunter Karen L,Cokkinos Michael",Afternoon,3
